ID,Language_ID,Parameter_ID,Value,Code_ID,Comment
repl_five-manu1258,manu1258,repl_five,no,repl_five-no,
colex-nort2867,nort2867,colex,unknown,colex-unknown,
repl_hand-nort2867,nort2867,repl_hand,unknown,repl_hand-unknown,
repl_five-nort2867,nort2867,repl_five,unknown,repl_five-unknown,
colex-sout2895,sout2895,colex,lexically distinct,colex-lexicallydistinct,
dist-sout2895,sout2895,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-sout2895,sout2895,repl_hand,yes,repl_hand-yes,
repl_five-sout2895,sout2895,repl_five,no,repl_five-no,
hand_replacement-sout2895,sout2895,hand_replacement,"PMP *baRa ‘hand, arm’ ?",hand_replacement-handwordotherthanqalima,
colex-kema1243,kema1243,colex,full colexification,colex-fullcolexification,
repl_hand-kema1243,kema1243,repl_hand,no,repl_hand-no,
repl_five-kema1243,kema1243,repl_five,no,repl_five-no,
colex-tuku1254,tuku1254,colex,partial colexification,colex-partialcolexification,
repl_hand-tuku1254,tuku1254,repl_hand,no,repl_hand-no,
repl_five-tuku1254,tuku1254,repl_five,no,repl_five-no,
colex-wela1235,wela1235,colex,full colexification,colex-fullcolexification,
repl_hand-wela1235,wela1235,repl_hand,no,repl_hand-no,
repl_five-wela1235,wela1235,repl_five,no,repl_five-no,
colex-mamb1306,mamb1306,colex,partial colexification,colex-partialcolexification,
repl_hand-mamb1306,mamb1306,repl_hand,no,repl_hand-no,
repl_five-mamb1306,mamb1306,repl_five,no,repl_five-no,
colex-ford1242,ford1242,colex,full colexification,colex-fullcolexification,
repl_hand-ford1242,ford1242,repl_hand,no,repl_hand-no,
repl_five-ford1242,ford1242,repl_five,no,repl_five-no,
colex-keii1239,keii1239,colex,partial colexification,colex-partialcolexification,
repl_hand-keii1239,keii1239,repl_hand,no,repl_hand-no,
repl_five-keii1239,keii1239,repl_five,no,repl_five-no,
colex-yamd1240,yamd1240,colex,full colexification,colex-fullcolexification,
repl_hand-yamd1240,yamd1240,repl_hand,no,repl_hand-no,
repl_five-yamd1240,yamd1240,repl_five,no,repl_five-no,
colex-urua1244,urua1244,colex,lexically distinct,colex-lexicallydistinct,
dist-urua1244,urua1244,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-urua1244,urua1244,repl_hand,yes,repl_hand-yes,
repl_five-urua1244,urua1244,repl_five,no,repl_five-no,
hand_replacement-urua1244,urua1244,hand_replacement,"PMP *taŋan ‘finger, toe’",hand_replacement-partofthearm,
colex-onin1245,onin1245,colex,partial colexification,colex-partialcolexification,
repl_hand-onin1245,onin1245,repl_hand,no,repl_hand-no,
repl_five-onin1245,onin1245,repl_five,no,repl_five-no,
colex-seka1247,seka1247,colex,full colexification,colex-fullcolexification,
repl_hand-seka1247,seka1247,repl_hand,no,repl_hand-no,
repl_five-seka1247,seka1247,repl_five,no,repl_five-no,
colex-teor1240,teor1240,colex,unknown,colex-unknown,
repl_hand-teor1240,teor1240,repl_hand,unknown,repl_hand-unknown,
repl_five-teor1240,teor1240,repl_five,no,repl_five-no,
colex-kurr1245,kurr1245,colex,unknown,colex-unknown,
repl_hand-kurr1245,kurr1245,repl_hand,unknown,repl_hand-unknown,
repl_five-kurr1245,kurr1245,repl_five,no,repl_five-no,
colex-irar1238,irar1238,colex,partial colexification,colex-partialcolexification,
dist-irar1238,irar1238,dist,?,,(recolexification)
repl_hand-irar1238,irar1238,repl_hand,yes,repl_hand-yes,
repl_five-irar1238,irar1238,repl_five,yes,repl_five-yes,
hand_replacement-irar1238,irar1238,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
five_replacement-irar1238,irar1238,five_replacement,hand side,five_replacement-handwordotherthanqalima,
colex-kuri1260,kuri1260,colex,unknown,colex-unknown,
repl_hand-kuri1260,kuri1260,repl_hand,unknown,repl_hand-unknown,
repl_five-kuri1260,kuri1260,repl_five,yes,repl_five-yes,
five_replacement-kuri1260,kuri1260,five_replacement,"hand side (< PMP *baRa ‘hand, arm’)",five_replacement-handwordotherthanqalima,
colex-argu1237,argu1237,colex,lexically distinct,colex-lexicallydistinct,
dist-argu1237,argu1237,dist,phonological change,dist-phonologicalchange,
repl_hand-argu1237,argu1237,repl_hand,no,repl_hand-no,
repl_five-argu1237,argu1237,repl_five,no,repl_five-no,
colex-bedo1237,bedo1237,colex,unknown,colex-unknown,
repl_hand-bedo1237,bedo1237,repl_hand,unknown,repl_hand-unknown,
repl_five-bedo1237,bedo1237,repl_five,no,repl_five-no,
colex-erok1237,erok1237,colex,unknown,colex-unknown,
repl_hand-erok1237,erok1237,repl_hand,unknown,repl_hand-unknown,
repl_five-erok1237,erok1237,repl_five,no,repl_five-no,
colex-beng1287,beng1287,colex,unknown,colex-unknown,
repl_hand-beng1287,beng1287,repl_hand,unknown,repl_hand-unknown,
repl_five-beng1287,beng1287,repl_five,unknown,repl_five-unknown,
colex-hoti1237,hoti1237,colex,unknown,colex-unknown,
repl_hand-hoti1237,hoti1237,repl_hand,unknown,repl_hand-unknown,
repl_five-hoti1237,hoti1237,repl_five,unknown,repl_five-unknown,
colex-lian1255,lian1255,colex,unknown,colex-unknown,
repl_hand-lian1255,lian1255,repl_hand,unknown,repl_hand-unknown,
repl_five-lian1255,lian1255,repl_five,no,repl_five-no,
colex-sala1269,sala1269,colex,unknown,colex-unknown,
repl_hand-sala1269,sala1269,repl_hand,unknown,repl_hand-unknown,
repl_five-sala1269,sala1269,repl_five,unknown,repl_five-unknown,
colex-bobo1254,bobo1254,colex,lexically distinct,colex-lexicallydistinct,
dist-bobo1254,bobo1254,dist,phonological change,dist-phonologicalchange,
repl_hand-bobo1254,bobo1254,repl_hand,no,repl_hand-no,
repl_five-bobo1254,bobo1254,repl_five,no,repl_five-no,
colex-masi1266,masi1266,colex,lexically distinct,colex-lexicallydistinct,
dist-masi1266,masi1266,dist,phonological change,dist-phonologicalchange,
repl_hand-masi1266,masi1266,repl_hand,no,repl_hand-no,
repl_five-masi1266,masi1266,repl_five,no,repl_five-no,
colex-bati1253,bati1253,colex,unknown,colex-unknown,
repl_hand-bati1253,bati1253,repl_hand,unknown,repl_hand-unknown,
repl_five-bati1253,bati1253,repl_five,no,repl_five-no,
colex-gese1240,gese1240,colex,lexically distinct,colex-lexicallydistinct,
dist-gese1240,gese1240,dist,phonological change,dist-phonologicalchange,
repl_hand-gese1240,gese1240,repl_hand,no,repl_hand-no,
repl_five-gese1240,gese1240,repl_five,no,repl_five-no,
colex-kowi1239,kowi1239,colex,lexically distinct,colex-lexicallydistinct,
dist-kowi1239,kowi1239,dist,phonological change,dist-phonologicalchange,
repl_hand-kowi1239,kowi1239,repl_hand,no,repl_hand-no,
repl_five-kowi1239,kowi1239,repl_five,no,repl_five-no,
colex-watu1247,watu1247,colex,lexically distinct,colex-lexicallydistinct,
dist-watu1247,watu1247,dist,phonological change,dist-phonologicalchange,
repl_hand-watu1247,watu1247,repl_hand,no,repl_hand-no,
repl_five-watu1247,watu1247,repl_five,no,repl_five-no,
colex-band1355,band1355,colex,unknown,colex-unknown,
repl_hand-band1355,band1355,repl_hand,unknown,repl_hand-unknown,
repl_five-band1355,band1355,repl_five,no,repl_five-no,
colex-west2538,west2538,colex,full colexification,colex-fullcolexification,
repl_hand-west2538,west2538,repl_hand,no,repl_hand-no,
repl_five-west2538,west2538,repl_five,no,repl_five-no,
colex-east2465,east2465,colex,unknown,colex-unknown,
repl_hand-east2465,east2465,repl_hand,unknown,repl_hand-unknown,
repl_five-east2465,east2465,repl_five,no,repl_five-no,
colex-kare1339,kare1339,colex,unknown,colex-unknown,
repl_hand-kare1339,kare1339,repl_hand,unknown,repl_hand-unknown,
repl_five-kare1339,kare1339,repl_five,no,repl_five-no,
colex-bara1367,bara1367,colex,unknown,colex-unknown,
repl_hand-bara1367,bara1367,repl_hand,unknown,repl_hand-unknown,
repl_five-bara1367,bara1367,repl_five,no,repl_five-no,
colex-lora1237,lora1237,colex,unknown,colex-unknown,
repl_hand-lora1237,lora1237,repl_hand,unknown,repl_hand-unknown,
repl_five-lora1237,lora1237,repl_five,no,repl_five-no,
colex-koba1240,koba1240,colex,unknown,colex-unknown,
repl_hand-koba1240,koba1240,repl_hand,unknown,repl_hand-unknown,
repl_five-koba1240,koba1240,repl_five,no,repl_five-no,
colex-dobe1238,dobe1238,colex,full colexification,colex-fullcolexification,
repl_hand-dobe1238,dobe1238,repl_hand,no,repl_hand-no,
repl_five-dobe1238,dobe1238,repl_five,no,repl_five-no,
colex-mano1275,mano1275,colex,partial colexification,colex-partialcolexification,
repl_hand-mano1275,mano1275,repl_hand,no,repl_hand-no,
repl_five-mano1275,mano1275,repl_five,no,repl_five-no,
colex-lola1248,lola1248,colex,unknown,colex-unknown,
repl_hand-lola1248,lola1248,repl_hand,unknown,repl_hand-unknown,
repl_five-lola1248,lola1248,repl_five,no,repl_five-no,
colex-mari1430,mari1430,colex,unknown,colex-unknown,
repl_hand-mari1430,mari1430,repl_hand,unknown,repl_hand-unknown,
repl_five-mari1430,mari1430,repl_five,no,repl_five-no,
colex-batu1258,batu1258,colex,full colexification,colex-fullcolexification,
repl_hand-batu1258,batu1258,repl_hand,no,repl_hand-no,
repl_five-batu1258,batu1258,repl_five,no,repl_five-no,
colex-ujir1237,ujir1237,colex,full colexification,colex-fullcolexification,
repl_hand-ujir1237,ujir1237,repl_hand,no,repl_hand-no,
repl_five-ujir1237,ujir1237,repl_five,no,repl_five-no,
colex-komp1237,komp1237,colex,unknown,colex-unknown,
repl_hand-komp1237,komp1237,repl_hand,unknown,repl_hand-unknown,
repl_five-komp1237,komp1237,repl_five,no,repl_five-no,
colex-kola1285,kola1285,colex,full colexification,colex-fullcolexification,
repl_hand-kola1285,kola1285,repl_hand,no,repl_hand-no,
repl_five-kola1285,kola1285,repl_five,no,repl_five-no,
colex-pala1344,pala1344,colex,lexically distinct,colex-lexicallydistinct,
dist-pala1344,pala1344,dist,phonological change,dist-phonologicalchange,
repl_hand-pala1344,pala1344,repl_hand,no,repl_hand-no,
repl_five-pala1344,pala1344,repl_five,no,repl_five-no,
colex-cham1312,cham1312,colex,lexically distinct,colex-lexicallydistinct,
dist-cham1312,cham1312,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-cham1312,cham1312,repl_hand,yes,repl_hand-yes,
repl_five-cham1312,cham1312,repl_five,no,repl_five-no,
hand_replacement-cham1312,cham1312,hand_replacement,unclear,hand_replacement-unclear,
colex-buli1255,buli1255,colex,lexically distinct,colex-lexicallydistinct,
dist-buli1255,buli1255,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-buli1255,buli1255,repl_hand,yes,repl_hand-yes,
repl_five-buli1255,buli1255,repl_five,no,repl_five-no,
hand_replacement-buli1255,buli1255,hand_replacement,PAN *kamay ‘hand’ ?,hand_replacement-handwordotherthanqalima,
colex-maba1278,maba1278,colex,unknown,colex-unknown,
repl_hand-maba1278,maba1278,repl_hand,unknown,repl_hand-unknown,
repl_five-maba1278,maba1278,repl_five,no,repl_five-no,
colex-pata1260,pata1260,colex,unknown,colex-unknown,
repl_hand-pata1260,pata1260,repl_hand,unknown,repl_hand-unknown,
repl_five-pata1260,pata1260,repl_five,no,repl_five-no,
colex-sawa1247,sawa1247,colex,lexically distinct,colex-lexicallydistinct,
dist-sawa1247,sawa1247,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-sawa1247,sawa1247,repl_hand,yes,repl_hand-yes,
repl_five-sawa1247,sawa1247,repl_five,no,repl_five-no,
hand_replacement-sawa1247,sawa1247,hand_replacement,PAN *paNij ‘wing’ ?,hand_replacement-wing,
colex-east2440,east2440,colex,lexically distinct,colex-lexicallydistinct,
dist-east2440,east2440,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-east2440,east2440,repl_hand,yes,repl_hand-yes,
repl_five-east2440,east2440,repl_five,no,repl_five-no,
hand_replacement-east2440,east2440,hand_replacement,PAN *kamay ‘hand’ ?,hand_replacement-handwordotherthanqalima,
colex-gane1237,gane1237,colex,lexically distinct,colex-lexicallydistinct,
dist-gane1237,gane1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-gane1237,gane1237,repl_hand,yes,repl_hand-yes,
repl_five-gane1237,gane1237,repl_five,no,repl_five-no,
hand_replacement-gane1237,gane1237,hand_replacement,PAN *kamay ‘hand’ ?,hand_replacement-handwordotherthanqalima,
colex-gebe1237,gebe1237,colex,lexically distinct,colex-lexicallydistinct,
dist-gebe1237,gebe1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-gebe1237,gebe1237,repl_hand,yes,repl_hand-yes,
repl_five-gebe1237,gebe1237,repl_five,no,repl_five-no,
hand_replacement-gebe1237,gebe1237,hand_replacement,PAN *kamay ‘hand’ ?,hand_replacement-handwordotherthanqalima,
colex-matb1237,matb1237,colex,lexically distinct,colex-lexicallydistinct,
dist-matb1237,matb1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-matb1237,matb1237,repl_hand,yes,repl_hand-yes,
repl_five-matb1237,matb1237,repl_five,no,repl_five-no,
hand_replacement-matb1237,matb1237,hand_replacement,unclear,hand_replacement-unclear,
colex-kawe1240,kawe1240,colex,unknown,colex-unknown,
repl_hand-kawe1240,kawe1240,repl_hand,unknown,repl_hand-unknown,
repl_five-kawe1240,kawe1240,repl_five,no,repl_five-no,
colex-lege1241,lege1241,colex,unknown,colex-unknown,
repl_hand-lege1241,lege1241,repl_hand,unknown,repl_hand-unknown,
repl_five-lege1241,lege1241,repl_five,no,repl_five-no,
colex-maya1282,maya1282,colex,unknown,colex-unknown,
repl_hand-maya1282,maya1282,repl_hand,unknown,repl_hand-unknown,
repl_five-maya1282,maya1282,repl_five,no,repl_five-no,
colex-wauy1237,wauy1237,colex,unknown,colex-unknown,
repl_hand-wauy1237,wauy1237,repl_hand,unknown,repl_hand-unknown,
repl_five-wauy1237,wauy1237,repl_five,no,repl_five-no,
colex-waig1244,waig1244,colex,unknown,colex-unknown,
repl_hand-waig1244,waig1244,repl_hand,unknown,repl_hand-unknown,
repl_five-waig1244,waig1244,repl_five,no,repl_five-no,
colex-biga1238,biga1238,colex,unknown,colex-unknown,
repl_hand-biga1238,biga1238,repl_hand,unknown,repl_hand-unknown,
repl_five-biga1238,biga1238,repl_five,no,repl_five-no,
colex-bata1295,bata1295,colex,unknown,colex-unknown,
repl_hand-bata1295,bata1295,repl_hand,unknown,repl_hand-unknown,
repl_five-bata1295,bata1295,repl_five,unknown,repl_five-unknown,
colex-made1253,made1253,colex,unknown,colex-unknown,
repl_hand-made1253,made1253,repl_hand,unknown,repl_hand-unknown,
repl_five-made1253,made1253,repl_five,no,repl_five-no,
colex-asss1237,asss1237,colex,lexically distinct,colex-lexicallydistinct,
dist-asss1237,asss1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-asss1237,asss1237,repl_hand,yes,repl_hand-yes,
repl_five-asss1237,asss1237,repl_five,no,repl_five-no,
hand_replacement-asss1237,asss1237,hand_replacement,unclear,hand_replacement-unclear,
colex-biak1248,biak1248,colex,lexically distinct,colex-lexicallydistinct,
dist-biak1248,biak1248,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-biak1248,biak1248,repl_hand,yes,repl_hand-yes,
repl_five-biak1248,biak1248,repl_five,no,repl_five-no,
hand_replacement-biak1248,biak1248,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-roon1237,roon1237,colex,lexically distinct,colex-lexicallydistinct,
dist-roon1237,roon1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-roon1237,roon1237,repl_hand,yes,repl_hand-yes,
repl_five-roon1237,roon1237,repl_five,no,repl_five-no,
hand_replacement-roon1237,roon1237,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-dusn1237,dusn1237,colex,unknown,colex-unknown,
repl_hand-dusn1237,dusn1237,repl_hand,unknown,repl_hand-unknown,
repl_five-dusn1237,dusn1237,repl_five,no,repl_five-no,
colex-meos1237,meos1237,colex,unknown,colex-unknown,
repl_hand-meos1237,meos1237,repl_hand,unknown,repl_hand-unknown,
repl_five-meos1237,meos1237,repl_five,no,repl_five-no,
colex-yaur1239,yaur1239,colex,unknown,colex-unknown,
repl_hand-yaur1239,yaur1239,repl_hand,unknown,repl_hand-unknown,
repl_five-yaur1239,yaur1239,repl_five,yes,repl_five-yes,
five_replacement-yaur1239,yaur1239,five_replacement,"arm ? (< PMP *baRa ‘hand, arm’ ?)",five_replacement-handwordotherthanqalima,
colex-ires1239,ires1239,colex,unknown,colex-unknown,
repl_hand-ires1239,ires1239,repl_hand,unknown,repl_hand-unknown,
repl_five-ires1239,ires1239,repl_five,no,repl_five-no,
colex-yere1243,yere1243,colex,unknown,colex-unknown,
repl_hand-yere1243,yere1243,repl_hand,unknown,repl_hand-unknown,
repl_five-yere1243,yere1243,repl_five,no,repl_five-no,
colex-amba1265,amba1265,colex,lexically distinct,colex-lexicallydistinct,
dist-amba1265,amba1265,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-amba1265,amba1265,repl_hand,yes,repl_hand-yes,
repl_five-amba1265,amba1265,repl_five,no,repl_five-no,
hand_replacement-amba1265,amba1265,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-ansu1237,ansu1237,colex,lexically distinct,colex-lexicallydistinct,
dist-ansu1237,ansu1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-ansu1237,ansu1237,repl_hand,yes,repl_hand-yes,
repl_five-ansu1237,ansu1237,repl_five,no,repl_five-no,
hand_replacement-ansu1237,ansu1237,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-mara1397,mara1397,colex,unknown,colex-unknown,
repl_hand-mara1397,mara1397,repl_hand,unknown,repl_hand-unknown,
repl_five-mara1397,mara1397,repl_five,no,repl_five-no,
colex-wand1267,wand1267,colex,lexically distinct,colex-lexicallydistinct,
dist-wand1267,wand1267,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-wand1267,wand1267,repl_hand,yes,repl_hand-yes,
repl_five-wand1267,wand1267,repl_five,no,repl_five-no,
hand_replacement-wand1267,wand1267,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-woii1237,woii1237,colex,unknown,colex-unknown,
repl_hand-woii1237,woii1237,repl_hand,unknown,repl_hand-unknown,
repl_five-woii1237,woii1237,repl_five,no,repl_five-no,
colex-mung1269,mung1269,colex,unknown,colex-unknown,
repl_hand-mung1269,mung1269,repl_hand,unknown,repl_hand-unknown,
repl_five-mung1269,mung1269,repl_five,no,repl_five-no,
colex-papu1251,papu1251,colex,unknown,colex-unknown,
repl_hand-papu1251,papu1251,repl_hand,unknown,repl_hand-unknown,
repl_five-papu1251,papu1251,repl_five,no,repl_five-no,
colex-pomm1237,pomm1237,colex,lexically distinct,colex-lexicallydistinct,
dist-pomm1237,pomm1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-pomm1237,pomm1237,repl_hand,yes,repl_hand-yes,
repl_five-pomm1237,pomm1237,repl_five,no,repl_five-no,
hand_replacement-pomm1237,pomm1237,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-busa1254,busa1254,colex,unknown,colex-unknown,
repl_hand-busa1254,busa1254,repl_hand,unknown,repl_hand-unknown,
repl_five-busa1254,busa1254,repl_five,no,repl_five-no,
colex-seru1244,seru1244,colex,unknown,colex-unknown,
repl_hand-seru1244,seru1244,repl_hand,unknown,repl_hand-unknown,
repl_five-seru1244,seru1244,repl_five,no,repl_five-no,
colex-kuru1305,kuru1305,colex,unknown,colex-unknown,
repl_hand-kuru1305,kuru1305,repl_hand,unknown,repl_hand-unknown,
repl_five-kuru1305,kuru1305,repl_five,no,repl_five-no,
colex-wabo1240,wabo1240,colex,unknown,colex-unknown,
repl_hand-wabo1240,wabo1240,repl_hand,unknown,repl_hand-unknown,
repl_five-wabo1240,wabo1240,repl_five,no,repl_five-no,
colex-tand1253,tand1253,colex,unknown,colex-unknown,
repl_hand-tand1253,tand1253,repl_hand,unknown,repl_hand-unknown,
repl_five-tand1253,tand1253,repl_five,no,repl_five-no,
colex-morm1235,morm1235,colex,lexically distinct,colex-lexicallydistinct,
dist-morm1235,morm1235,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-morm1235,morm1235,repl_hand,yes,repl_hand-yes,
repl_five-morm1235,morm1235,repl_five,no,repl_five-no,
hand_replacement-morm1235,morm1235,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-waro1242,waro1242,colex,lexically distinct,colex-lexicallydistinct,
dist-waro1242,waro1242,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-waro1242,waro1242,repl_hand,yes,repl_hand-yes,
repl_five-waro1242,waro1242,repl_five,no,repl_five-no,
hand_replacement-waro1242,waro1242,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-ware1253,ware1253,colex,lexically distinct,colex-lexicallydistinct,
dist-ware1253,ware1253,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-ware1253,ware1253,repl_hand,yes,repl_hand-yes,
repl_five-ware1253,ware1253,repl_five,no,repl_five-no,
hand_replacement-ware1253,ware1253,hand_replacement,"PMP *baRa ‘hand, arm’ ?",hand_replacement-handwordotherthanqalima,
colex-pauw1243,pauw1243,colex,unknown,colex-unknown,
repl_hand-pauw1243,pauw1243,repl_hand,unknown,repl_hand-unknown,
repl_five-pauw1243,pauw1243,repl_five,no,repl_five-no,
colex-yoke1238,yoke1238,colex,unknown,colex-unknown,
repl_hand-yoke1238,yoke1238,repl_hand,unknown,repl_hand-unknown,
repl_five-yoke1238,yoke1238,repl_five,no,repl_five-no,
colex-ngul1236,ngul1236,colex,unknown,colex-unknown,
repl_hand-ngul1236,ngul1236,repl_hand,yes,repl_hand-yes,
repl_five-ngul1236,ngul1236,repl_five,unknown,repl_five-unknown,
hand_replacement-ngul1236,ngul1236,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-yape1248,yape1248,colex,lexically distinct,colex-lexicallydistinct,
dist-yape1248,yape1248,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-yape1248,yape1248,repl_hand,yes,repl_hand-yes,
repl_five-yape1248,yape1248,repl_five,no,repl_five-no,
hand_replacement-yape1248,yape1248,hand_replacement,"PMP *baRa ‘hand, arm’",hand_replacement-handwordotherthanqalima,
colex-tobi1238,tobi1238,colex,lexically distinct,colex-lexicallydistinct,
dist-tobi1238,tobi1238,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-tobi1238,tobi1238,repl_hand,yes,repl_hand-yes,
repl_five-tobi1238,tobi1238,repl_five,no,repl_five-no,
hand_replacement-tobi1238,tobi1238,hand_replacement,unclear,hand_replacement-unclear,
colex-sons1242,sons1242,colex,lexically distinct,colex-lexicallydistinct,
dist-sons1242,sons1242,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-sons1242,sons1242,repl_hand,yes,repl_hand-yes,
repl_five-sons1242,sons1242,repl_five,no,repl_five-no,
hand_replacement-sons1242,sons1242,hand_replacement,PAN *paNij ‘wing’ ?,hand_replacement-wing,
colex-ulit1238,ulit1238,colex,lexically distinct,colex-lexicallydistinct,
dist-ulit1238,ulit1238,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-ulit1238,ulit1238,repl_hand,yes,repl_hand-yes,
repl_five-ulit1238,ulit1238,repl_five,no,repl_five-no,
hand_replacement-ulit1238,ulit1238,hand_replacement,PAN *paNij ‘wing’ ?,hand_replacement-wing,
colex-mapi1250,mapi1250,colex,unknown,colex-unknown,
repl_hand-mapi1250,mapi1250,repl_hand,unknown,repl_hand-unknown,
repl_five-mapi1250,mapi1250,repl_five,no,repl_five-no,
colex-wole1240,wole1240,colex,lexically distinct,colex-lexicallydistinct,
dist-wole1240,wole1240,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-wole1240,wole1240,repl_hand,yes,repl_hand-yes,
repl_five-wole1240,wole1240,repl_five,no,repl_five-no,
hand_replacement-wole1240,wole1240,hand_replacement,PAN *paNij ‘wing’ ?,hand_replacement-wing,
colex-sata1237,sata1237,colex,lexically distinct,colex-lexicallydistinct,
dist-sata1237,sata1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-sata1237,sata1237,repl_hand,yes,repl_hand-yes,
repl_five-sata1237,sata1237,repl_five,no,repl_five-no,
hand_replacement-sata1237,sata1237,hand_replacement,PAN *paNij ‘wing’ ?,hand_replacement-wing,
colex-namo1247,namo1247,colex,unknown,colex-unknown,
repl_hand-namo1247,namo1247,repl_hand,unknown,repl_hand-unknown,
repl_five-namo1247,namo1247,repl_five,no,repl_five-no,
colex-paaf1237,paaf1237,colex,unknown,colex-unknown,
repl_hand-paaf1237,paaf1237,repl_hand,unknown,repl_hand-unknown,
repl_five-paaf1237,paaf1237,repl_five,no,repl_five-no,
colex-tana1281,tana1281,colex,lexically distinct,colex-lexicallydistinct,
dist-tana1281,tana1281,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-tana1281,tana1281,repl_hand,yes,repl_hand-yes,
repl_five-tana1281,tana1281,repl_five,no,repl_five-no,
hand_replacement-tana1281,tana1281,hand_replacement,unclear,hand_replacement-unclear,
colex-caro1242,caro1242,colex,lexically distinct,colex-lexicallydistinct,
dist-caro1242,caro1242,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-caro1242,caro1242,repl_hand,yes,repl_hand-yes,
repl_five-caro1242,caro1242,repl_five,no,repl_five-no,
hand_replacement-caro1242,caro1242,hand_replacement,PAN *paNij ‘wing’ ?,hand_replacement-wing,
colex-pulu1242,pulu1242,colex,lexically distinct,colex-lexicallydistinct,
dist-pulu1242,pulu1242,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-pulu1242,pulu1242,repl_hand,yes,repl_hand-yes,
repl_five-pulu1242,pulu1242,repl_five,no,repl_five-no,
hand_replacement-pulu1242,pulu1242,hand_replacement,PAN *paNij ‘wing’ ?,hand_replacement-wing,
colex-poll1238,poll1238,colex,unknown,colex-unknown,
repl_hand-poll1238,poll1238,repl_hand,unknown,repl_hand-unknown,
repl_five-poll1238,poll1238,repl_five,unknown,repl_five-unknown,
colex-chuu1238,chuu1238,colex,lexically distinct,colex-lexicallydistinct,
dist-chuu1238,chuu1238,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-chuu1238,chuu1238,repl_hand,yes,repl_hand-yes,
repl_five-chuu1238,chuu1238,repl_five,no,repl_five-no,
hand_replacement-chuu1238,chuu1238,hand_replacement,PAN *paNij ‘wing’ ?,hand_replacement-wing,
colex-mort1237,mort1237,colex,lexically distinct,colex-lexicallydistinct,
dist-mort1237,mort1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-mort1237,mort1237,repl_hand,yes,repl_hand-yes,
repl_five-mort1237,mort1237,repl_five,no,repl_five-no,
hand_replacement-mort1237,mort1237,hand_replacement,PAN *paNij ‘wing’ ?,hand_replacement-wing,
colex-pohn1238,pohn1238,colex,partial colexification,colex-partialcolexification,
repl_hand-pohn1238,pohn1238,repl_hand,no,repl_hand-no,
repl_five-pohn1238,pohn1238,repl_five,no,repl_five-no,
colex-moki1238,moki1238,colex,lexically distinct,colex-lexicallydistinct,
dist-moki1238,moki1238,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-moki1238,moki1238,repl_hand,yes,repl_hand-yes,
repl_five-moki1238,moki1238,repl_five,no,repl_five-no,
hand_replacement-moki1238,moki1238,hand_replacement,PAN *paNij ‘wing’ ?,hand_replacement-wing,
colex-ping1243,ping1243,colex,lexically distinct,colex-lexicallydistinct,
