ID,Language_ID,Parameter_ID,Form,Segments,Comment,Contribution_ID,Glottocode_in_dataset,Language_name_in_dataset
taje1237-five,taje1237,five,lelima,,,barlowpacific,taje1237,Tanampedagi Taje
taji1246-five,taji1246,five,lelima,,,barlowpacific,taji1246,Tajio
andi1257-five,andi1257,five,limaʔ,,,abvd,andi1257,Andio
andi1257-hand,andi1257,hand,lima,,,abvd,andi1257,Andio
batu1260-five,batu1260,five,ʔolimaʔ,,,chan2019,batu1260,"Batui, Sulawesi, Indonesia"
salu1253-five,salu1253,five,olimaʔ,,,chan2019,salu1253,"Saluan, Sulawesi, Indonesia"
bobo1255-five,bobo1255,five,olima,,,chan2019,bobo1255,"Bobongko, Sulawesi, Indonesia"
bala1315-five,bala1315,five,limaʔ,,,chan2019,bala1315,"Balantak, Sulawesi, Indonesia"
bang1368-five,bang1368,five,lima,,,abvd,bang1368,Banggai (W.dialect)
bang1368-hand,bang1368,hand,lima,,,abvd,bang1368,Banggai (W.dialect)
kada1286-five,kada1286,five,lima,,,barlowpacific,kada1286,Kadai
tali1262-five,tali1262,five,lima,,,abvd,tali1262,Soboyo
tali1262-hand,tali1262,hand,lima,,,abvd,tali1262,Soboyo
baho1237-five,baho1237,five,olima,,,abvd,baho1237,Bahonsuai
baho1237-hand,baho1237,hand,kae,,,abvd,baho1237,Bahonsuai
bung1269-five,bung1269,five,lima,,,abvd,bung1269,Bungku (Tulambatu)
bung1269-hand,bung1269,hand,lima,,,abvd,bung1269,Bungku (Waia)
koro1311-five,koro1311,five,olima,,,abvd,koro1311,Koroni
koro1311-hand,koro1311,hand,lima,,,abvd,koro1311,Koroni
kuli1254-five,kuli1254,five,olima,,,abvd,kuli1254,Kulisusu
kuli1254-hand,kuli1254,hand,lima,,,abvd,kuli1254,Kulisusu
mori1268-five,mori1268,five,limo,,,abvd,mori1268,Mori Bawah (Ŋgusumbatu)
mori1268-hand,mori1268,hand,kae,,,abvd,mori1268,Mori Bawah (Tofatu)
talo1252-five,talo1252,five,olima,,,abvd,talo1252,Taloki
talo1252-hand,talo1252,hand,lima,,,abvd,talo1252,Taloki
wawo1239-five,wawo1239,five,olima,,,abvd,wawo1239,Wawonii (Menui)
wawo1239-hand,wawo1239,hand,lima,,,abvd,wawo1239,Wawonii (Menui)
moro1287-five,moro1287,five,lima,,,chan2019,moro1287,"Moronene, Sulawesi, Indonesia"
moro1287-hand,moro1287,hand,lima,,,abvd,moro1287,Moronene (Tokotu'A)
mori1269-five,mori1269,five,limo,,,abvd,mori1269,Mori Atas (Wulanderi)
mori1269-hand,mori1269,hand,kai,,,abvd,mori1269,Mori Atas (Wulanderi)
pado1242-five,pado1242,five,limo,,,abvd,pado1242,Padoe
pado1242-hand,pado1242,hand,kae,,,abvd,pado1242,Padoe
toma1248-five,toma1248,five,lima,,,barlowpacific,toma1248,Tomadio-Campalagian
toma1248-hand,toma1248,hand,kae,,,abvd,toma1248,Tomadino
kode1237-five,kode1237,five,olimo,,,barlowpacific,kode1237,Kodeoha
raha1237-five,raha1237,five,olimo,,,abvd,raha1237,Wiau
raha1237-hand,raha1237,hand,kae,,,abvd,raha1237,Wiau
tola1247-five,tola1247,five,limo,,,abvd,tola1247,Tolaki (Wiwirano)
tola1247-hand,tola1247,hand,kae,,,abvd,tola1247,Tolaki (Wiwirano)
waru1266-five,waru1266,five,olimo,,,abvd,waru1266,Waru (Lalomerui)
waru1266-hand,waru1266,hand,kae,,,abvd,waru1266,Waru (Lalomerui)
ciac1237-five,ciac1237,five,lima,,,lexirumah,ciac1237,"Cia-Cia, Kaisabu Baru"
ciac1237-hand,ciac1237,hand,lima,,,lexirumah,wali1265,"Cia-Cia, Wali"
kumb1274-five,kumb1274,five,lima,,,lexirumah,kumb1274,Kumbewaha
kumb1274-hand,kumb1274,hand,lima,,,abvd,kumb1274,Wolowa dialect of Kumbewaha
lasa1237-five,lasa1237,five,lolima,,,abvd,lasa1237,Lasalimu
lasa1237-hand,lasa1237,hand,lima,,,abvd,lasa1237,Lasalimu
buso1238-five,buso1238,five,lima,,,lexirumah,buso1238,Busoa
buso1238-hand,buso1238,hand,lima,,,lexirumah,buso1238,Busoa
kaim1241-five,kaim1241,five,ɗima,,,chan2019,kaim1241,"Kaimbulawa, Sulawesi, Indonesia"
kaim1241-hand,kaim1241,hand,lima,,,lexirumah,kaim1241,Kaimbulawa
kiok1239-five,kiok1239,five,dima,,,lexirumah,nucl1574,Kioko
kiok1239-hand,kiok1239,hand,lima,,,lexirumah,nucl1574,"Kioko, Bonegunu"
liab1237-five,liab1237,five,dima,,,lexirumah,liab1237,Liabuku
liab1237-hand,liab1237,hand,lima,,,lexirumah,liab1237,Liabuku
muna1247-five,muna1247,five,lima,,,lexirumah,stan1308,Muna
muna1247-hand,muna1247,hand,lima,,,lexirumah,stan1308,Muna
panc1247-five,panc1247,five,lima,,,lexirumah,panc1247,"Pancana, Watumotobe"
panc1247-hand,panc1247,hand,lima,,,lexirumah,panc1247,"Pancana, Watumotobe"
tuka1248-five,tuka1248,five,lima,,,lexirumah,wanc1239,"Tukang Besi, Wanci"
tuka1248-hand,tuka1248,hand,lima,,,lexirumah,wanc1239,"Tukang Besi, Wanci"
tuka1249-five,tuka1249,five,lima,,,lexirumah,tome1238,"Tukang Besi, Tomea"
tuka1249-hand,tuka1249,hand,lima,,,abvd,tuka1249,Popalia
bone1254-five,bone1254,five,ˈlima,,,lexirumah,bone1254,"Bonerate, Kalaotoa"
bone1254-hand,bone1254,hand,lima,,,abvd,bone1254,Bonerate
bara1371-five,bara1371,five,lima,,,barlowpacific,bara1371,Baras
daak1235-five,daak1235,five,lima,,,barlowpacific,daak1235,Da'a
ledo1238-five,ledo1238,five,alima,,,barlowpacific,ledo1238,Sausu
moma1242-five,moma1242,five,lima,,,chan2019,moma1242,"Moma, Sulawesi, Indonesia"
lind1248-five,lind1248,five,a.'ɽi.ma,,,chan2019,lind1248,"Lindu (Tado), Sulawesi, Indonesia"
pamo1252-five,pamo1252,five,alima,,,chan2019,pamo1252,"Pamona, Sulawesi, Indonesia"
pamo1252-hand,pamo1252,hand,pale,,,abvd,pamo1252,Bare'e
saru1242-five,saru1242,five,lima,,,barlowpacific,saru1242,Sarudu
umaa1242-five,umaa1242,five,lima,,,abvd,umaa1242,Uma (Kantewu dialect)
umaa1242-hand,umaa1242,hand,pale,,,abvd,umaa1242,Uma (Kantewu dialect)
topo1243-five,topo1243,five,lima,,,barlowpacific,topo1243,Topoiyo
kama1364-five,kama1364,five,ˈlima,,,lexirumah,kama1364,Kamaru
kama1364-hand,kama1364,hand,ˈlima,,,lexirumah,kama1364,Kamaru
woli1241-five,woli1241,five,lima,,,abvd,woli1241,Wolio
woli1241-hand,woli1241,hand,lima,,,abvd,woli1241,Wolio
laiy1246-five,laiy1246,five,lima,,,lexirumah,bara1372,"Laiyolo, Barang-Barang"
laiy1246-hand,laiy1246,hand,lima,,,lexirumah,nucl1577,Laiyolo
kala1394-five,kala1394,five,lima,,,lexirumah,kala1394,Kalao
kala1394-hand,kala1394,hand,lima,,,lexirumah,kala1394,"Kalao, Lambego"
wotu1240-five,wotu1240,five,lima,,,barlowpacific,wotu1240,Wotu
wotu1240-hand,wotu1240,hand,lima,,,lexirumah,wotu1240,"Wotu, Bawalipu"
bada1261-five,bada1261,five,limaʔ,,,chan2019,bada1261,"Bada, Sulawesi, Indonesia"
beso1237-five,beso1237,five,lima,,,chan2019,beso1237,"Besoa (Behoa), Sulawesi, Indonesia"
napu1241-five,napu1241,five,lima,,,barlowpacific,napu1241,Napu
ramp1243-five,ramp1243,five,limo,,,chan2019,ramp1243,"Rampi, Sulawesi, Indonesia"
budo1241-five,budo1241,five,lima,,,barlowpacific,budo1241,Tangkou
pana1303-five,pana1303,five,lima,,,chan2019,pana1303,"Panasuan, Sulawesi, Indonesia"
seko1243-five,seko1243,five,lima,,,chan2019,seko1243,"Seko Padang, Sulawesi, Indonesia"
seko1242-five,seko1242,five,lima,,,barlowpacific,seko1242,Seko (Tengah)
lemo1243-five,lemo1243,five,lima,,,barlowpacific,lemo1243,Lemolang
kalu1247-five,kalu1247,five,lima,,,barlowpacific,kalu1247,Toraja (Kalumpaŋ dialect)
mama1276-five,mama1276,five,lima,,,barlowpacific,mama1276,Toraja Binuwang
taee1237-five,taee1237,five,lima,,,barlowpacific,taee1237,Toraja (Roŋkoŋ dialect)
tora1261-five,tora1261,five,lima,,,abvd,tora1261,Tae' (S.Toraja)
tora1261-hand,tora1261,hand,lima,,,abvd,tora1261,Tae' (S.Toraja)
mamu1255-five,mamu1255,five,lima,,,barlowpacific,mamu1255,"Mamuju, Toraja, Galumpang area"
aral1243-five,aral1243,five,lima,,,barlowpacific,aral1243,Tabulahan
bamb1270-five,bamb1270,five,lima,,,chan2019,bamb1270,"Bambam, Sulawesi, Indonesia"
ulum1237-five,ulum1237,five,lima,,,barlowpacific,ulum1237,Tappalang
mand1442-five,mand1442,five,lima,,,barlowpacific,mand1442,Toraja Balanipa
duri1242-five,duri1242,five,lima,,,barlowpacific,duri1242,Duri (Celebes) (from S. J. Esser)
enre1239-five,enre1239,five,lima,,,barlowpacific,enre1239,Masenrempulu (Enrekang)
bugi1244-five,bugi1244,five,lima,,,abvd,bugi1244,Buginese (Soppeng Dialect)
bugi1244-hand,bugi1244,hand,lima,,,abvd,bugi1244,Buginese (Soppeng Dialect)
camp1262-five,camp1262,five,lima,,,barlowpacific,camp1262,Campalagian
emba1238-five,emba1238,five,lima,,,abvd,emba1238,Maloh
emba1238-hand,emba1238,hand,taŋan,,,abvd,emba1238,Maloh
tama1335-five,tama1335,five,lima,,,chan2019,tama1335,"Taman Dayak, Indonesia, Malaysia"
coas1295-five,coas1295,five,lima,,,chan2019,coas1295,"Konjo, Sulawesi, Indonesia"
maka1311-five,maka1311,five,lima,,,abvd,maka1311,Makassar
maka1311-hand,maka1311,hand,lima,,,abvd,maka1311,Makassar
sela1260-five,sela1260,five,lima,,,barlowpacific,sela1260,Salayar (Celebes)
basa1286-five,basa1286,five,lima,,,chan2019,basa1286,"Basap, Kalimantan, Indonesia"
inab1237-five,inab1237,five,lima,,,abvd,inab1237,Inabaknon
inab1237-hand,inab1237,hand,kambag,,,abvd,inab1237,Inabaknon
indo1317-five,indo1317,five,lima,,,abvd,indo1317,Bajo (Lemo Bajo)
indo1317-hand,indo1317,hand,tangan,,,abvd,indo1317,Bajo
mapu1244-five,mapu1244,five,lima,,,abvd,mapu1244,Mapun
mapu1244-hand,mapu1244,hand,tangan,,,abvd,mapu1244,Mapun
west2560-five,west2560,five,limo,,,barlowpacific,west2560,Sama Sabah
bala1311-five,bala1311,five,lima,,,chan2019,bala1311,"Northern Sama, Philippines"
cent2092-five,cent2092,five,lima,,,abvd,cent2092,Central Sinama
cent2092-hand,cent2092,hand,taŋan,,,abvd,cent2092,Central Sinama
sout2918-five,sout2918,five,lima,,,abvd,sout2918,Sama (Sibutu)
sout2918-hand,sout2918,hand,tangan,,,abvd,sout2918,Sama (Sibutu)
pang1291-five,pang1291,five,lima,,,abvd,pang1291,Sama (Pangutaran)
pang1291-hand,pang1291,hand,tangan,,,abvd,pang1291,Sama (Pangutaran)
yaka1277-five,yaka1277,five,lime,,,abvd,yaka1277,Yakan
yaka1277-hand,yaka1277,hand,taŋan,,,abvd,yaka1277,Yakan
ampa1239-five,ampa1239,five,lima,,,barlowpacific,ampa1239,Ampanang
tunj1244-five,tunj1244,five,limaʔ,,,chan2019,tunj1244,"Tunjung, Kalimantan, Indonesia"
tunj1244-hand,tunj1244,hand,aŋaʔ,,,abvd,tunj1244,Tunjung
dusu1269-five,dusu1269,five,dime,,,chan2019,dusu1269,"Dusun Malang, Indonesia"
lawa1257-five,lawa1257,five,limo',,,abvd,lawa1257,Paser
lawa1257-hand,lawa1257,hand,kayang,,,abvd,lawa1257,Paser
tawo1243-five,tawo1243,five,liməʔ,,,chan2019,tunj1244,"Tawoyan, Kalimantan, Indonesia"
dusu1271-five,dusu1271,five,dimɔ,,,chan2019,dusu1271,"Dusun Deyah, Kalimantan, Indonesia"
kohi1250-five,kohi1250,five,lime,,,barlowpacific,kohi1250,Seruyan
otda1235-five,otda1235,five,limo,,,chan2019,otda1235,"Dohoi, Kalimantan, Indonesia"
otda1235-hand,otda1235,hand,ɾoŋo,,,abvd,otda1235,Kadorih
sian1254-five,sian1254,five,limo,,,barlowpacific,sian1254,Siang
baku1263-five,baku1263,five,limɛ,,,chan2019,baku1263,"Bakumpai, Kalimantan, Indonesia"
ngaj1237-five,ngaj1237,five,lime,,,abvd,ngaj1237,Katingan
ngaj1237-hand,ngaj1237,hand,lenge,,,abvd,ngaj1237,Dayak Ngaju
dusu1267-five,dusu1267,five,dime,,,chan2019,dusu1267,"Dusun Witu, Kalimantan, Indonesia"
maan1238-five,maan1238,five,limɨʔ,,,chan2019,maan1238,"Lawangan, Kalimantan, Indonesia"
maan1238-hand,maan1238,hand,taŋan,,,abvd,maan1238,Ma'anyan
paku1239-five,paku1239,five,dimo,,,chan2019,paku1239,"Paku, Kalimantan, Indonesia"
plat1254-five,plat1254,five,dimy,,,abvd,meri1243,Merina (Malagasy)
plat1254-hand,plat1254,hand,tánana,,,abvd,meri1243,Merina (Malagasy)
sout2920-five,sout2920,five,díme,,,barlowpacific,sout2920,Betsimisaraka du Sud
bush1250-five,bush1250,five,paipo,,,barlowpacific,bush1250,Kiantalaotsy
anta1255-five,anta1255,five,di̍mi,,,barlowpacific,anta1255,Sakalava
nort2890-five,nort2890,five,dimý,,,barlowpacific,nort2890,Betsimisaraka
bara1369-five,bara1369,five,límy,,,barlowpacific,bara1369,Bara
tano1246-five,tano1246,five,limý,,,barlowpacific,tano1246,Tanosy
masi1268-five,masi1268,five,lime,,,barlowpacific,masi1268,Malgaches (Sakalava dialect)
saka1291-five,saka1291,five,lime,,,abvd,saka1291,Malagasy (Sakalava)
saka1291-hand,saka1291,hand,taŋa,,,abvd,saka1291,Malagasy (Sakalava)
maha1309-five,maha1309,five,limé,,,barlowpacific,maha1309,Sakalava (Mahafaly)
tesa1236-five,tesa1236,five,dimi,,,barlowpacific,tesa1236,Antaisaka
tand1256-five,tand1256,five,lìme,,,abvd,tand1256,Malagasy (Tandroy)
tand1256-hand,tand1256,hand,tàña,,,abvd,tand1256,Malagasy (Tandroy)
bong1289-five,bong1289,five,lima,,,barlowpacific,bong1289,Bonggi
bong1289-hand,bong1289,hand,fī,,,abvd,bong1289,Banggi
idaa1241-five,idaa1241,five,limo,,,abvd,idaa1241,Ida'an
idaa1241-hand,idaa1241,hand,ʌppiʔ,,,abvd,idaa1241,Ida'an
dump1242-five,dump1242,five,limo,,,barlowpacific,dump1242,Dumpas
labu1249-five,labu1249,five,limo,,,barlowpacific,labu1249,Sungai Kinabatangan
rung1259-five,rung1259,five,'ɮimɔ,,,chan2019,rung1259,"Momogun Rungus, Sabah, Malaysia"
kima1244-five,kima1244,five,limoʔ,,,chan2019,kima1244,"Kimaragang, Sabah, Malaysia"
tobi1239-five,tobi1239,five,limo,,,barlowpacific,tobi1239,Dusun Tobilung
cent2100-five,cent2100,five,lima,,,barlowpacific,cent2100,Tampassuk
cent2100-hand,cent2100,hand,longon,,,abvd,tamb1254,Dusun Tuhauon (Tambunan)
mino1243-five,mino1243,five,liməʔ,,,barlowpacific,mino1243,Minokok
sugu1243-five,sugu1243,five,limo,,,abvd,sugu1243,"Kadazan Dusun of Taginambur, Kota Belud, Sabah, Malaysia"
sugu1243-hand,sugu1243,hand,longon,,,abvd,sugu1243,"Kadazan Dusun of Taginambur, Kota Belud, Sabah, Malaysia"
kuij1237-five,kuij1237,five,limoᵘ,,,chan2019,kuij1237,"Kujiau, Sabah, Malaysia"
tomb1244-five,tomb1244,five,limə,,,barlowpacific,tomb1244,Sungai Beluran
abai1240-five,abai1240,five,limo,,,chan2019,abai1240,"Abai Sungai, Sabah, Malaysia"
lana1236-five,lana1236,five,limə,,,barlowpacific,lana1236,Lobu Lanas
tamp1254-five,tamp1254,five,limo,,,barlowpacific,tamp1254,Lobu Tampios
uppe1427-five,uppe1427,five,limo,,,barlowpacific,uppe1427,Sungai Kuamut
seru1246-five,seru1246,five,limo,,,barlowpacific,seru1246,Murut Serudong
brun1245-five,brun1245,five,limɔʰ,,,chan2019,brun1245,"Brunei Bisaya, Brunei, Malaysia"
lotu1250-five,lotu1250,five,limo,,,barlowpacific,lotu1250,Lotud
saba1267-five,saba1267,five,limo,,,barlowpacific,saba1267,Sabah Bisaya
gana1277-five,gana1277,five,limo,,,chan2019,gana1277,"Gana, Sabah, Malaysia"
book1241-five,book1241,five,limoʔ,,,chan2019,book1241,"Bookan Murut, Sabah, Malaysia"
keni1249-five,keni1249,five,limo,,,barlowpacific,keni1249,Murut Nabaay
timu1262-five,timu1262,five,limo,,,barlowpacific,timu1262,Murut Timugon
timu1262-hand,timu1262,hand,loŋon,,,abvd,timu1262,Timugon (Murut)
palu1253-five,palu1253,five,limo,,,barlowpacific,palu1253,Murut Paluan
taga1273-five,taga1273,five,limo,,,barlowpacific,taga1273,Murut Tagol
buru1304-five,buru1304,five,lima,,,chan2019,buru1304,"Burusu, Kalimantan, Indonesia"
nort3262-five,nort3262,five,limo,,,barlowpacific,nort3262,Tidung Sumbol
sout3241-five,sout3241,five,limo,,,barlowpacific,sout3241,Tidung Mensalong
kala1391-five,kala1391,five,limo,,,barlowpacific,kala1391,Murut Kalabakan
okol1241-five,okol1241,five,limo,,,barlowpacific,okol1241,Kolod
selu1243-five,selu1243,five,limo,,,barlowpacific,selu1243,Tingalan (western)
semb1240-five,semb1240,five,limo,,,barlowpacific,semb1240,Eastern Tingalan
abai1241-five,abai1241,five,limo,,,barlowpacific,abai1241,Abai Tubu
papa1268-five,papa1268,five,limo,,,barlowpacific,papa1268,Papar
tata1257-five,tata1257,five,limo,,,barlowpacific,tata1257,Tatana
bolo1268-five,bolo1268,five,lima,,,barlowpacific,bolo1268,Bulungan
kipu1237-five,kipu1237,five,liməh,,,chan2019,kipu1237,"Kiput, Sarawak, Malaysia"
bela1260-five,bela1260,five,limah,,,abvd,bela1260,Belait
bela1260-hand,bela1260,hand,ŋan,,,abvd,bela1260,Belait
tuto1241-five,tuto1241,five,limɒʰ,,,chan2019,tuto1241,"Tutung, Brunei"
lela1246-five,lela1246,five,limă,,,barlowpacific,lela1246,Lelak
naro1251-five,naro1251,five,lima,,,barlowpacific,naro1251,Narom
cent2098-five,cent2098,five,dimah,,,chan2019,cent2098,"Central Berawan, Malaysia"
east2486-five,east2486,five,dimiey,,,chan2019,east2486,"East Berawan, Malaysia"
west2564-five,west2564,five,dimmah,,,abvd,west2564,Berawan (Long Terawan)
west2564-hand,west2564,hand,tisu,,,abvd,west2564,Berawan (Long Terawan)
kela1258-five,kela1258,five,limah,,,chan2019,kela1258,"Kelabit, Malaysia"
kela1258-hand,kela1258,hand,tidʰuʔ,,,abvd,kela1258,Kelabit (Bario)
lund1271-five,lund1271,five,ˈli.məh,,,chan2019,lund1271,"Lun Bawang, Indonesia, Malaysia"
lund1271-hand,lund1271,hand,ticu',,,abvd,lund1271,Lundayeh
saba1265-five,saba1265,five,imɑh,,,chan2019,saba1265,"Sa'ban, Malaysia, Indonesia"
trin1273-five,trin1273,five,lima,,,barlowpacific,trin1273,Balait
bint1246-five,bint1246,five,lima,,,chan2019,bint1246,"Bintulu, Malaysia"
bint1246-hand,bint1246,hand,agem,,,abvd,bint1246,Bintulu
waha1238-five,waha1238,five,ləme,,,abvd,waha1238,Uma' Pawe
east2485-five,east2485,five,ləmah,,,chan2019,east2485,"Eastern Penan, Malaysia"
sebo1238-five,sebo1238,five,lĕma,,,barlowpacific,sebo1238,Sibop
west2563-five,west2563,five,lima,,,barlowpacific,west2563,Jungle Punan Lusong
long1406-five,long1406,five,ləmɨ,,,barlowpacific,long1406,Lebo’ Vo’
umal1239-five,umal1239,five,lima,,,barlowpacific,umal1239,Lepu Sawa
main1275-five,main1275,five,ləma,,,abvd,main1275,Badeng
main1275-hand,main1275,hand,lekuʔan,,,abvd,main1275,Kenyah (Long Anap)
kaja1250-five,kaja1250,five,limah,,,barlowpacific,kaja1250,Kejaman
laha1253-five,laha1253,five,limah,,,barlowpacific,laha1253,Lahanan
laha1253-hand,laha1253,hand,tuju,,,abvd,laha1253,Lahanan
seka1248-five,seka1248,five,lima,,,barlowpacific,seka1248,Sekapan
cent2101-five,cent2101,five,lima,,,abvd,cent2101,Melanau (Mukah)
cent2101-hand,cent2101,hand,ñagem,,,abvd,cent2101,Melanau (Mukah)
kano1244-five,kano1244,five,limah,,,barlowpacific,kano1244,Tanjong
sibu1258-five,sibu1258,five,lima,,,barlowpacific,sibu1258,Siduan
puna1267-five,puna1267,five,limoʔ,,,chan2019,puna1267,"Punan Aput, Kalimantan, Indonesia"
puna1278-five,puna1278,five,limoh,,,barlowpacific,puna1278,House Punan Batu
sian1255-five,sian1255,five,Limoh,,,barlowpacific,sian1255,Sian (Sihan)
buka1261-five,buka1261,five,līmɛ,,,chan2019,buka1261,"Bukat, Kalimantan, Indonesia"
buka1261-hand,buka1261,hand,laŋər,,,abvd,buka1261,Bukat
buki1248-five,buki1248,five,limo,,,chan2019,buki1248,"Bukitan (Buketan), Malaysia"
ukit1237-five,ukit1237,five,limə,,,chan2019,ukit1237,"Ukit (Bhuket), Malaysia"
puna1275-five,puna1275,five,limo,,,barlowpacific,puna1275,House Punan Bah
puna1266-five,puna1266,five,limoh,,,chan2019,puna1266,"Punan Tubu, Indonesia"
aohe1237-five,aohe1237,five,līmo,,,barlowpacific,aohe1237,"Penihing Dayak, Upper Mahakam"
hovo1239-five,hovo1239,five,dīmo,,,chan2019,hovo1239,"Hovongan, Kalimantan, Indonesia"
kere1285-five,kere1285,five,dimo,,,chan2019,kere1285,"Kereho, Kalimantan, Indonesia"
baha1257-five,baha1257,five,limaʔ,,,chan2019,baha1257,"Bahau, Kalimantan, Indonesia"
bara1370-five,bara1370,five,limaʔ,,,abvd,bara1370,Kayan
busa1255-five,busa1255,five,limaʔ,,,chan2019,busa1255,"Busang, Kalimantan, Indonesia"
kaya1324-five,kaya1324,five,limö’,,,barlowpacific,kaya1324,Kajansch
reja1241-five,reja1241,five,limaʔ,,,abvd,reja1241,Kayan (Uma Juman)
reja1241-hand,reja1241,hand,usu,,,abvd,reja1241,Kayan (Uma Juman)
muri1259-five,muri1259,five,lemaʔ,,,barlowpacific,muri1259,Ngorek (Murik)
moda1244-five,moda1244,five,mao̯ʔ,,,chan2019,moda1244,"Modang, Kalimantan, Indonesia"
moda1244-hand,moda1244,hand,gwɛ,,,abvd,moda1244,Modang
sega1243-five,sega1243,five,moʔ,,,chan2019,sega1243,"Segai (Gaai), Kalimantan, Indonesia"
sega1243-hand,sega1243,hand,eguy,,,abvd,sega1243,Punan Kelai
iban1264-five,iban1264,five,lima,,,barlowpacific,iban1264,Iban (Sea-Dayak)
iban1264-hand,iban1264,hand,taŋan,,,abvd,iban1264,Iban
sebe1242-five,sebe1242,five,limaʔ,,,chan2019,sebe1242,"Seberuang, Kalimantan, Indonesia"
mual1241-five,mual1241,five,limaʔ,,,chan2019,mual1241,"Mualang (Malang), Indonesia"
keni1248-five,keni1248,five,limaʔ,,,chan2019,keni1248,"Keninjal, Sumatra, Indonesia"
kend1254-five,kend1254,five,limɔʔ,,,chan2019,kend1254,"Kendayan (Salako), Indonesia"
mala1480-five,mala1480,five,lima',,,barlowpacific,mala1480,Unidentified <Semitau?>
haji1235-five,haji1235,five,lima,,,chan2019,haji1235,"Haji, Sumatra, Indonesia"
duan1242-five,duan1242,five,limoh,,,barlowpacific,duan1242,Duano
beta1252-five,beta1252,five,lime,,,barlowpacific,beta1252,Melayu Betawi
beta1252-hand,beta1252,hand,taŋan,,,abvd,tang1384,Tangerang
coco1260-five,coco1260,five,lima,,,barlowpacific,coco1260,Cocos Malay
pera1256-five,pera1256,five,lima,,,barlowpacific,pera1256,Chindo
kaur1269-five,kaur1269,five,lima,,,barlowpacific,kaur1269,Kauer
cent2053-five,cent2053,five,lima,,,barlowpacific,cent2053,Semendo
cent2053-hand,cent2053,hand,taŋan,,,abvd,cent2053,Ogan
kubu1239-five,kubu1239,five,lima,,,barlowpacific,kubu1239,Kubu (Tanjung Lebar)
coll1240-five,coll1240,five,limɛ,,,chan2019,coll1240,"Col, Sumatra, Indonesia"
musi1241-five,musi1241,five,limo,,,chan2019,musi1241,"Musi, Sumatra, Indonesia"
bang1365-five,bang1365,five,lime,,,abvd,bang1365,Lom (Mapurese)
bang1365-hand,bang1365,hand,taŋan,,,abvd,bang1365,Bangka Malay
lonc1237-five,lonc1237,five,limaʔ,,,chan2019,lonc1237,"Loncong, Sumatra, Indonesia"
jamb1236-five,jamb1236,five,limo,,,abvd,jamb1236,Jambi Malay
jamb1236-hand,jamb1236,hand,taŋan,,,abvd,jamb1236,Jambi Malay
keri1250-five,keri1250,five,limo,,,chan2019,keri1250,"Kerinci, Sumatra, Indonesia"
keri1250-hand,keri1250,hand,tana,,,abvd,keri1250,Kerinci
lubu1241-five,lubu1241,five,limö,,,barlowpacific,lubu1241,Lubu
mina1268-five,mina1268,five,limo,,,abvd,mina1268,Minangkabau
mina1268-hand,mina1268,hand,taŋan,,,abvd,mina1268,Minangkabau
nege1240-five,nege1240,five,limõ,,,barlowpacific,nege1240,Ulu Muar Malay
peka1242-five,peka1242,five,limʉ,,,chan2019,peka1242,"Pekal, Sumatra, Indonesia"
bali1279-five,bali1279,five,limê,,,barlowpacific,bali1279,Melayu Loloan
mala1479-five,mala1479,five,lima,,,chan2019,mala1479,"Malay, Malaysia, Singapore"
mala1479-hand,mala1479,hand,tangan,,,abvd,mala1479,Palembang Malay
patt1249-five,patt1249,five,limɔ,,,barlowpacific,patt1249,Pattani Malay (Narathiwat)
urak1238-five,urak1238,five,lima,,,abvd,urak1238,Urak Lawoi'
urak1238-hand,urak1238,hand,tangan,,,abvd,urak1238,Urak Lawoi'
oran1258-five,oran1258,five,limu,,,barlowpacific,oran1258,Orang Kanaq
oran1259-five,oran1259,five,limə,,,barlowpacific,oran1259,Sélétar
teng1267-five,teng1267,five,lima,,,barlowpacific,teng1267,Kutai
indo1316-five,indo1316,five,lima,,,abvd,indo1316,Malay
indo1316-hand,indo1316,hand,tangan,,,abvd,indo1316,Malay
stan1306-five,stan1306,five,lima,,,abvd,stan1306,Melayu
stan1306-hand,stan1306,hand,tangan,,,abvd,stan1306,Melayu
banj1239-five,banj1239,five,lima,,,abvd,banj1239,Banjarese Malay
banj1239-hand,banj1239,hand,tangan,,,abvd,banj1239,Banjarese Malay
buki1247-five,buki1247,five,lima,,,barlowpacific,buki1247,Bukit
bera1262-five,bera1262,five,lima,,,barlowpacific,bera1262,Berau Malay
baca1243-five,baca1243,five,lima,,,barlowpacific,baca1243,Bacan
brun1242-five,brun1242,five,lima,,,abvd,brun1242,Melayu Brunei (Dialect)
brun1242-hand,brun1242,hand,tangan,,,abvd,brun1242,Melayu Brunei (Dialect)
saba1263-five,saba1263,five,lima,,,barlowpacific,saba1263,Bazaar Malay
kota1275-five,kota1275,five,lima,,,barlowpacific,kota1275,Dialect spoken in the West Kutei
baba1267-five,baba1267,five,lima,,,barlowpacific,baba1267,Baba Malay
sril1245-five,sril1245,five,liima,,,barlowpacific,sril1245,Upcountry Sri Lanka Malay
maka1305-five,maka1305,five,lima,,,barlowpacific,maka1305,Melayu Makassar
lara1260-five,lara1260,five,lima,,,barlowpacific,lara1260,Larantuka Malay
kupa1239-five,kupa1239,five,lima,,,barlowpacific,kupa1239,Kupang Malay
ambo1250-five,ambo1250,five,lima,,,barlowpacific,ambo1250,Ambon Maleis
